OrderID,ProductName,CategoryName,Company_Name,UnitPrice,Quantity,Discount,Purchase
10497,Original Frankfurter grüne Soße,Condiments,Lehmanns Marktstand,10.4,25,0,260.00
10498,Boston Crab Meat,Seafood,HILARION-Abastos,18.4,5,0,92.00
10498,Guaraná Fantástica,Beverages,HILARION-Abastos,4.5,14,0,63.00
10498,Singaporean Hokkien Fried Mee,Grains/Cereals,HILARION-Abastos,14,30,0,420.00
10499,Maxilaku,Confections,LILA-Supermercado,20,25,0,500.00
10499,Rössle Sauerkraut,Produce,LILA-Supermercado,45.6,20,0,912.00
10500,Genen Shouyu,Condiments,La maison d'Asie,15.5,12,0.05,176.70
10500,Rössle Sauerkraut,Produce,La maison d'Asie,45.6,8,0.05,346.56
10501,Tourtière,Meat/Poultry,Blauer See Delikatessen,7.45,20,0,149.00
10502,Laughing Lumberjack Lager,Beverages,Pericles Comidas clásicas,14,30,0,420.00
10502,Perth Pasties,Meat/Poultry,Pericles Comidas clásicas,32.8,6,0,196.80
10502,Rogede sild,Seafood,Pericles Comidas clásicas,9.5,21,0,199.50
10503,Louisiana Fiery Hot Pepper Sauce,Condiments,Hungry Owl All-Night Grocers,21.05,20,0,421.00
10503,Tofu,Produce,Hungry Owl All-Night Grocers,23.25,70,0,1627.50
10504,Chang,Beverages,White Clover Markets,19,12,0,228.00
10504,Perth Pasties,Meat/Poultry,White Clover Markets,32.8,10,0,328.00
10504,Sir Rodney's Scones,Confections,White Clover Markets,10,12,0,120.00
10504,Sirop d'érable,Condiments,White Clover Markets,28.5,25,0,712.50
10505,Tarte au sucre,Confections,Mère Paillarde,49.3,3,0,147.90
10506,NuNuCa Nuß-Nougat-Creme,Confections,Königlich Essen,14,18,0.1,226.80
10506,Outback Lager,Beverages,Königlich Essen,15,14,0.1,189.00
10507,Chocolade,Confections,Antonio Moreno Taquería,12.75,15,0.15,162.56
10507,Ipoh Coffee,Beverages,Antonio Moreno Taquería,46,15,0.15,586.50
10508,Chartreuse verte,Beverages,Ottilies Käseladen,18,10,0,180.00
10508,Konbu,Seafood,Ottilies Käseladen,6,10,0,60.00
10509,Rössle Sauerkraut,Produce,Blauer See Delikatessen,45.6,3,0,136.80
10510,Rhönbräu Klosterbier,Beverages,Save-a-lot Markets,7.75,36,0.1,251.10
10510,Thüringer Rostbratwurst,Meat/Poultry,Save-a-lot Markets,123.79,36,0,4456.44
10511,Chef Anton's Cajun Seasoning,Condiments,Bon app',22,50,0.15,935.00
10511,Northwoods Cranberry Sauce,Condiments,Bon app',40,10,0.15,340.00
10511,Uncle Bob's Organic Dried Pears,Produce,Bon app',30,50,0.15,1275.00
10512,Camembert Pierrot,Dairy Products,Familia Arquibaldo,34,12,0.15,346.80
10512,Guaraná Fantástica,Beverages,Familia Arquibaldo,4.5,10,0.15,38.25
10512,Spegesild,Seafood,Familia Arquibaldo,12,9,0.15,91.80
10512,Zaanse koeken,Confections,Familia Arquibaldo,9.5,6,0.15,48.45
10513,Mascarpone Fabioli,Dairy Products,Die Wandernde Kuh,32,50,0.2,1280.00
10513,Sir Rodney's Scones,Confections,Die Wandernde Kuh,10,40,0.2,320.00
10513,Sirop d'érable,Condiments,Die Wandernde Kuh,28.5,15,0.2,342.00
10514,Gnocchi di nonna Alice,Grains/Cereals,Ernst Handel,38,70,0,2660.00
10514,Louisiana Fiery Hot Pepper Sauce,Condiments,Ernst Handel,21.05,39,0,820.95
10514,Rhönbräu Klosterbier,Beverages,Ernst Handel,7.75,50,0,387.50
10514,Rössle Sauerkraut,Produce,Ernst Handel,45.6,35,0,1596.00
10514,Sir Rodney's Marmalade,Confections,Ernst Handel,81,39,0,3159.00
10515,Camembert Pierrot,Dairy Products,QUICK-Stop,34,84,0.15,2427.60
10515,Geitost,Dairy Products,QUICK-Stop,2.5,16,0.15,34.00
10515,Mishi Kobe Niku,Meat/Poultry,QUICK-Stop,97,16,0.15,1319.20
10515,Pavlova,Confections,QUICK-Stop,17.45,50,0,872.50
10515,Schoggi Schokolade,Confections,QUICK-Stop,43.9,120,0,5268.00
10516,Carnarvon Tigers,Seafood,Hungry Owl All-Night Grocers,62.5,25,0.1,1406.25
10516,Jack's New England Clam Chowder,Seafood,Hungry Owl All-Night Grocers,9.65,80,0.1,694.80
10516,Singaporean Hokkien Fried Mee,Grains/Cereals,Hungry Owl All-Night Grocers,14,20,0,280.00
10517,Filo Mix,Grains/Cereals,North/South,7,6,0,42.00
10517,Outback Lager,Beverages,North/South,15,6,0,90.00
10517,Raclette Courdavault,Dairy Products,North/South,55,4,0,220.00
10518,Côte de Blaye,Beverages,Tortuga Restaurante,263.5,15,0,3952.50
10518,Guaraná Fantástica,Beverages,Tortuga Restaurante,4.5,5,0,22.50
10518,Gula Malacca,Condiments,Tortuga Restaurante,19.45,9,0,175.05
10519,Camembert Pierrot,Dairy Products,Chop-suey Chinese,34,10,0.05,323.00
10519,Gnocchi di nonna Alice,Grains/Cereals,Chop-suey Chinese,38,40,0,1520.00
10519,Ikura,Seafood,Chop-suey Chinese,31,16,0.05,471.20
10520,Guaraná Fantástica,Beverages,Santé Gourmet,4.5,8,0,36.00
10520,Perth Pasties,Meat/Poultry,Santé Gourmet,32.8,5,0,164.00
10521,Jack's New England Clam Chowder,Seafood,Cactus Comidas para llevar,9.65,10,0,96.50
10521,Scottish Longbreads,Confections,Cactus Comidas para llevar,12.5,6,0,75.00
10521,Steeleye Stout,Beverages,Cactus Comidas para llevar,18,3,0,54.00
10522,Boston Crab Meat,Seafood,Lehmanns Marktstand,18.4,25,0.2,368.00
10522,Chai,Beverages,Lehmanns Marktstand,18,40,0.2,576.00
10522,Nord-Ost Matjeshering,Seafood,Lehmanns Marktstand,25.89,20,0.2,414.24
10522,Northwoods Cranberry Sauce,Condiments,Lehmanns Marktstand,40,24,0,960.00
10523,Alice Mutton,Meat/Poultry,Seven Seas Imports,39,25,0.1,877.50
10523,Gravad lax,Seafood,Seven Seas Imports,26,18,0.1,421.20
10523,Jack's New England Clam Chowder,Seafood,Seven Seas Imports,9.65,6,0.1,52.11
10523,Sir Rodney's Marmalade,Confections,Seven Seas Imports,81,15,0.1,1093.50
10524,Ikura,Seafood,Berglunds snabbköp,31,2,0,62.00
10524,Ipoh Coffee,Beverages,Berglunds snabbköp,46,60,0,2760.00
10524,Nord-Ost Matjeshering,Seafood,Berglunds snabbköp,25.89,10,0,258.90
10524,Tourtière,Meat/Poultry,Berglunds snabbköp,7.45,15,0,111.75
10525,Boston Crab Meat,Seafood,Bon app',18.4,15,0.1,248.40
10525,Inlagd Sill,Seafood,Bon app',19,30,0,570.00
10526,Chai,Beverages,Wartian Herkku,18,8,0.15,122.40
10526,Gnocchi di nonna Alice,Grains/Cereals,Wartian Herkku,38,30,0.15,969.00
10526,Konbu,Seafood,Wartian Herkku,6,10,0,60.00
10527,Chef Anton's Cajun Seasoning,Condiments,QUICK-Stop,22,50,0.1,990.00
10527,Inlagd Sill,Seafood,QUICK-Stop,19,30,0.1,513.00
10528,Geitost,Dairy Products,Great Lakes Food Market,2.5,8,0.2,16.00
10528,Mozzarella di Giovanni,Dairy Products,Great Lakes Food Market,34.8,9,0,313.20
10528,Queso Cabrales,Dairy Products,Great Lakes Food Market,21,3,0,63.00
10529,Gudbrandsdalsost,Dairy Products,Maison Dewey,36,10,0,360.00
10529,Pâté chinois,Meat/Poultry,Maison Dewey,24,14,0,336.00
10529,Scottish Longbreads,Confections,Maison Dewey,12.5,20,0,250.00
10530,Alice Mutton,Meat/Poultry,Piccolo und mehr,39,40,0,1560.00
10530,Ipoh Coffee,Beverages,Piccolo und mehr,46,25,0,1150.00
10530,Lakkalikööri,Beverages,Piccolo und mehr,18,50,0,900.00
10530,Sirop d'érable,Condiments,Piccolo und mehr,28.5,20,0,570.00
10531,Raclette Courdavault,Dairy Products,Océano Atlántico Ltda.,55,2,0,110.00
10532,Louisiana Hot Spiced Okra,Condiments,Eastern Connection,17,24,0,408.00
10532,Nord-Ost Matjeshering,Seafood,Eastern Connection,25.89,15,0,388.35
10533,Chef Anton's Cajun Seasoning,Condiments,Folk och fä HB,22,50,0.05,1045.00
10533,Mozzarella di Giovanni,Dairy Products,Folk och fä HB,34.8,24,0,835.20
10533,Röd Kaviar,Seafood,Folk och fä HB,15,24,0.05,342.00
10534,Boston Crab Meat,Seafood,Lehmanns Marktstand,18.4,10,0.2,147.20
10534,Nord-Ost Matjeshering,Seafood,Lehmanns Marktstand,25.89,10,0,258.90
10534,Tourtière,Meat/Poultry,Lehmanns Marktstand,7.45,10,0.2,59.60
10535,Boston Crab Meat,Seafood,Antonio Moreno Taquería,18.4,10,0.1,165.60
10535,Queso Cabrales,Dairy Products,Antonio Moreno Taquería,21,50,0.1,945.00
10535,Raclette Courdavault,Dairy Products,Antonio Moreno Taquería,55,15,0.1,742.50
10535,Ravioli Angelo,Grains/Cereals,Antonio Moreno Taquería,19.5,5,0.1,87.75
10536,Camembert Pierrot,Dairy Products,Lehmanns Marktstand,34,35,0.25,892.50
10536,Geitost,Dairy Products,Lehmanns Marktstand,2.5,30,0,75.00
10536,Gorgonzola Telino,Dairy Products,Lehmanns Marktstand,12.5,20,0,250.00
10536,Queso Manchego La Pastora,Dairy Products,Lehmanns Marktstand,38,15,0.25,427.50
10537,Escargots de Bourgogne,Seafood,Richter Supermarkt,13.25,20,0,265.00
10537,Gorgonzola Telino,Dairy Products,Richter Supermarkt,12.5,30,0,375.00
10537,Manjimup Dried Apples,Produce,Richter Supermarkt,53,6,0,318.00
10537,Mozzarella di Giovanni,Dairy Products,Richter Supermarkt,34.8,21,0,730.80
10537,Röd Kaviar,Seafood,Richter Supermarkt,15,9,0,135.00
10538,Mozzarella di Giovanni,Dairy Products,B's Beverages,34.8,1,0,34.80
10538,Outback Lager,Beverages,B's Beverages,15,7,0,105.00
10539,Geitost,Dairy Products,B's Beverages,2.5,15,0,37.50
10539,Konbu,Seafood,B's Beverages,6,8,0,48.00
10539,Maxilaku,Confections,B's Beverages,20,6,0,120.00
10539,Sir Rodney's Scones,Confections,B's Beverages,10,15,0,150.00
10540,Aniseed Syrup,Condiments,QUICK-Stop,10,60,0,600.00
10540,Côte de Blaye,Beverages,QUICK-Stop,263.5,30,0,7905.00
10540,Gumbär Gummibärchen,Confections,QUICK-Stop,31.23,40,0,1249.20
10540,Scottish Longbreads,Confections,QUICK-Stop,12.5,35,0,437.50
10541,Côte de Blaye,Beverages,Hanari Carnes,263.5,4,0.1,948.60
10541,Flotemysost,Dairy Products,Hanari Carnes,21.5,9,0.1,174.15
10541,Guaraná Fantástica,Beverages,Hanari Carnes,4.5,35,0.1,141.75
10541,Louisiana Fiery Hot Pepper Sauce,Condiments,Hanari Carnes,21.05,36,0.1,682.02
10542,Queso Cabrales,Dairy Products,Königlich Essen,21,15,0.05,299.25
10542,Tourtière,Meat/Poultry,Königlich Essen,7.45,24,0.05,169.86
10543,Queso Manchego La Pastora,Dairy Products,LILA-Supermercado,38,30,0.15,969.00
10543,Tunnbröd,Grains/Cereals,LILA-Supermercado,9,70,0.15,535.50
10544,Laughing Lumberjack Lager,Beverages,Lonesome Pine Restaurant,14,7,0,98.00
10544,Rössle Sauerkraut,Produce,Lonesome Pine Restaurant,45.6,7,0,319.20
10545,Queso Cabrales,Dairy Products,Lazy K Kountry Store,21,10,0,210.00
10546,Steeleye Stout,Beverages,Victuailles en stock,18,30,0,540.00
10546,Tarte au sucre,Confections,Victuailles en stock,49.3,40,0,1972.00
10546,Uncle Bob's Organic Dried Pears,Produce,Victuailles en stock,30,10,0,300.00
10547,Inlagd Sill,Seafood,Seven Seas Imports,19,60,0,1140.00
10547,Mascarpone Fabioli,Dairy Products,Seven Seas Imports,32,24,0.15,652.80
10548,Jack's New England Clam Chowder,Seafood,Toms Spezialitäten,9.65,14,0,135.10
10548,Sasquatch Ale,Beverages,Toms Spezialitäten,14,10,0.25,105.00
10549,Gorgonzola Telino,Dairy Products,QUICK-Stop,12.5,55,0.15,584.38
10549,Manjimup Dried Apples,Produce,QUICK-Stop,53,48,0.15,2162.40
10549,Rogede sild,Seafood,QUICK-Stop,9.5,100,0.15,807.50
10550,Alice Mutton,Meat/Poultry,Godos Cocina Típica,39,8,0.1,280.80
10550,Sir Rodney's Scones,Confections,Godos Cocina Típica,10,6,0.1,54.00
10550,Sirop d'érable,Condiments,Godos Cocina Típica,28.5,10,0.1,256.50
10550,Teatime Chocolate Biscuits,Confections,Godos Cocina Típica,9.2,10,0,92.00
10551,Gula Malacca,Condiments,Furia Bacalhau e Frutos do Mar,19.45,40,0,778.00
10551,Pavlova,Confections,Furia Bacalhau e Frutos do Mar,17.45,40,0.15,593.30
10551,Steeleye Stout,Beverages,Furia Bacalhau e Frutos do Mar,18,20,0.15,306.00
10552,Gudbrandsdalsost,Dairy Products,HILARION-Abastos,36,18,0,648.00
10552,Rhönbräu Klosterbier,Beverages,HILARION-Abastos,7.75,30,0,232.50
10553,Gorgonzola Telino,Dairy Products,Wartian Herkku,12.5,30,0,375.00
10553,Gustaf's Knäckebröd,Grains/Cereals,Wartian Herkku,21,24,0,504.00
10553,Pavlova,Confections,Wartian Herkku,17.45,14,0,244.30
10553,Queso Cabrales,Dairy Products,Wartian Herkku,21,15,0,315.00
10553,Steeleye Stout,Beverages,Wartian Herkku,18,6,0,108.00
10554,Original Frankfurter grüne Soße,Condiments,Ottilies Käseladen,13,10,0.05,123.50
10554,Pavlova,Confections,Ottilies Käseladen,17.45,30,0.05,497.33
10554,Tarte au sucre,Confections,Ottilies Käseladen,49.3,20,0.05,936.70
10554,Tunnbröd,Grains/Cereals,Ottilies Käseladen,9,20,0.05,171.00
10555,Gnocchi di nonna Alice,Grains/Cereals,Save-a-lot Markets,38,40,0.2,1216.00
10555,Guaraná Fantástica,Beverages,Save-a-lot Markets,4.5,18,0.2,64.80
10555,Manjimup Dried Apples,Produce,Save-a-lot Markets,53,20,0.2,848.00
10555,Teatime Chocolate Biscuits,Confections,Save-a-lot Markets,9.2,35,0.2,257.60
10555,Tofu,Produce,Save-a-lot Markets,23.25,30,0.2,558.00
10556,Mozzarella di Giovanni,Dairy Products,Simons bistro,34.8,24,0,835.20
10557,Rhönbräu Klosterbier,Beverages,Lehmanns Marktstand,7.75,20,0,155.00
10557,Wimmers gute Semmelknödel,Grains/Cereals,Lehmanns Marktstand,33.25,30,0,997.50
10558,Filo Mix,Grains/Cereals,Around the Horn,7,30,0,210.00
10558,Manjimup Dried Apples,Produce,Around the Horn,53,20,0,1060.00
10558,Perth Pasties,Meat/Poultry,Around the Horn,32.8,18,0,590.40
10558,Röd Kaviar,Seafood,Around the Horn,15,3,0,45.00
10558,Zaanse koeken,Confections,Around the Horn,9.5,25,0,237.50
10559,Jack's New England Clam Chowder,Seafood,Blondesddsl père et fils,9.65,12,0.05,110.01
10559,Pâté chinois,Meat/Poultry,Blondesddsl père et fils,24,18,0.05,410.40
10560,Nord-Ost Matjeshering,Seafood,Frankenversand,25.89,20,0,517.80
10560,Tarte au sucre,Confections,Frankenversand,49.3,15,0.25,554.63
10561,Gula Malacca,Condiments,Folk och fä HB,19.45,10,0,194.50
10561,Manjimup Dried Apples,Produce,Folk och fä HB,53,50,0,2650.00
10562,Geitost,Dairy Products,Reggiani Caseifici,2.5,20,0.1,45.00
10562,Tarte au sucre,Confections,Reggiani Caseifici,49.3,10,0.1,443.70
10563,Filo Mix,Grains/Cereals,Ricardo Adocicados,7,70,0,490.00
10563,Inlagd Sill,Seafood,Ricardo Adocicados,19,25,0,475.00
10564,Alice Mutton,Meat/Poultry,Rattlesnake Canyon Grocery,39,16,0.05,592.80
10564,Gorgonzola Telino,Dairy Products,Rattlesnake Canyon Grocery,12.5,6,0.05,71.25
10564,Pâté chinois,Meat/Poultry,Rattlesnake Canyon Grocery,24,25,0.05,570.00
10565,Guaraná Fantástica,Beverages,Mère Paillarde,4.5,25,0.1,101.25
10565,Wimmers gute Semmelknödel,Grains/Cereals,Mère Paillarde,33.25,18,0.1,538.65
10566,Carnarvon Tigers,Seafood,Blondesddsl père et fils,62.5,18,0.15,956.25
10566,Lakkalikööri,Beverages,Blondesddsl père et fils,18,10,0,180.00
10566,Queso Cabrales,Dairy Products,Blondesddsl père et fils,21,35,0.15,624.75
10567,Gorgonzola Telino,Dairy Products,Hungry Owl All-Night Grocers,12.5,60,0.2,600.00
10567,Manjimup Dried Apples,Produce,Hungry Owl All-Night Grocers,53,3,0,159.00
10567,Raclette Courdavault,Dairy Products,Hungry Owl All-Night Grocers,55,40,0.2,1760.00
10568,Ikura,Seafood,Galería del gastrónomo,31,5,0,155.00
10569,Gorgonzola Telino,Dairy Products,Rattlesnake Canyon Grocery,12.5,35,0.2,350.00
10569,Lakkalikööri,Beverages,Rattlesnake Canyon Grocery,18,30,0,540.00
10570,Gnocchi di nonna Alice,Grains/Cereals,Mère Paillarde,38,60,0.05,2166.00
10570,Queso Cabrales,Dairy Products,Mère Paillarde,21,15,0.05,299.25
10571,Singaporean Hokkien Fried Mee,Grains/Cereals,Ernst Handel,14,28,0.15,333.20
10571,Tofu,Produce,Ernst Handel,23.25,11,0.15,217.39
10572,Boston Crab Meat,Seafood,Berglunds snabbköp,18.4,50,0,920.00
10572,Mascarpone Fabioli,Dairy Products,Berglunds snabbköp,32,10,0.1,288.00
10572,Pavlova,Confections,Berglunds snabbköp,17.45,12,0.1,188.46
10572,Rhönbräu Klosterbier,Beverages,Berglunds snabbköp,7.75,15,0.1,104.63
10573,Alice Mutton,Meat/Poultry,Antonio Moreno Taquería,39,18,0,702.00
10573,Perth Pasties,Meat/Poultry,Antonio Moreno Taquería,32.8,25,0,820.00
10573,Sasquatch Ale,Beverages,Antonio Moreno Taquería,14,40,0,560.00
10574,Boston Crab Meat,Seafood,Trail's Head Gourmet Provisioners,18.4,2,0,36.80
10574,Geitost,Dairy Products,Trail's Head Gourmet Provisioners,2.5,14,0,35.00
10574,Tarte au sucre,Confections,Trail's Head Gourmet Provisioners,49.3,10,0,493.00
10574,Wimmers gute Semmelknödel,Grains/Cereals,Trail's Head Gourmet Provisioners,33.25,6,0,199.50
10575,Lakkalikööri,Beverages,Morgenstern Gesundkost,18,10,0,180.00
10575,Mozzarella di Giovanni,Dairy Products,Morgenstern Gesundkost,34.8,30,0,1044.00
10575,Raclette Courdavault,Dairy Products,Morgenstern Gesundkost,55,12,0,660.00
10575,Vegie-spread,Condiments,Morgenstern Gesundkost,43.9,6,0,263.40
10576,Chai,Beverages,Tortuga Restaurante,18,10,0,180.00
10576,Gorgonzola Telino,Dairy Products,Tortuga Restaurante,12.5,20,0,250.00
10576,Gula Malacca,Condiments,Tortuga Restaurante,19.45,21,0,408.45
10577,Chartreuse verte,Beverages,Trail's Head Gourmet Provisioners,18,10,0,180.00
10577,Original Frankfurter grüne Soße,Condiments,Trail's Head Gourmet Provisioners,13,18,0,234.00
10577,Rhönbräu Klosterbier,Beverages,Trail's Head Gourmet Provisioners,7.75,20,0,155.00
10578,Ravioli Angelo,Grains/Cereals,B's Beverages,19.5,6,0,117.00
10578,Steeleye Stout,Beverages,B's Beverages,18,20,0,360.00
10579,Genen Shouyu,Condiments,Let's Stop N Shop,15.5,10,0,155.00
10579,Rhönbräu Klosterbier,Beverages,Let's Stop N Shop,7.75,21,0,162.75
10580,Jack's New England Clam Chowder,Seafood,Ottilies Käseladen,9.65,9,0.05,82.51
10580,Louisiana Fiery Hot Pepper Sauce,Condiments,Ottilies Käseladen,21.05,30,0.05,599.92
10580,Tofu,Produce,Ottilies Käseladen,23.25,15,0.05,331.31
10581,Rhönbräu Klosterbier,Beverages,Familia Arquibaldo,7.75,50,0.2,310.00
10582,Lakkalikööri,Beverages,Blauer See Delikatessen,18,14,0,252.00
10582,Ravioli Angelo,Grains/Cereals,Blauer See Delikatessen,19.5,4,0,78.00
10583,Camembert Pierrot,Dairy Products,Wartian Herkku,34,24,0.15,693.60
10583,Gudbrandsdalsost,Dairy Products,Wartian Herkku,36,10,0.15,306.00
10583,Thüringer Rostbratwurst,Meat/Poultry,Wartian Herkku,123.79,10,0,1237.90
10584,Gorgonzola Telino,Dairy Products,Blondesddsl père et fils,12.5,50,0.05,593.75
10585,Zaanse koeken,Confections,Wellington Importadora,9.5,15,0,142.50
10586,Filo Mix,Grains/Cereals,Reggiani Caseifici,7,4,0.15,23.80
10587,Gumbär Gummibärchen,Confections,Que Delícia,31.23,6,0,187.38
10587,Original Frankfurter grüne Soße,Condiments,Que Delícia,13,20,0,260.00
10587,Steeleye Stout,Beverages,Que Delícia,18,20,0,360.00
10588,Carnarvon Tigers,Seafood,QUICK-Stop,62.5,40,0.2,2000.00
10588,Singaporean Hokkien Fried Mee,Grains/Cereals,QUICK-Stop,14,100,0.2,1120.00
10589,Steeleye Stout,Beverages,Great Lakes Food Market,18,4,0,72.00
10590,Chai,Beverages,Mère Paillarde,18,20,0,360.00
10590,Original Frankfurter grüne Soße,Condiments,Mère Paillarde,13,60,0.05,741.00
10591,Aniseed Syrup,Condiments,Vaffeljernet,10,14,0,140.00
10591,Tourtière,Meat/Poultry,Vaffeljernet,7.45,50,0,372.50
10591,Uncle Bob's Organic Dried Pears,Produce,Vaffeljernet,30,10,0,300.00
10592,Genen Shouyu,Condiments,Lehmanns Marktstand,15.5,25,0.05,368.13
10592,Gumbär Gummibärchen,Confections,Lehmanns Marktstand,31.23,5,0.05,148.34
10593,Gudbrandsdalsost,Dairy Products,Lehmanns Marktstand,36,20,0.2,576.00
10593,Lakkalikööri,Beverages,Lehmanns Marktstand,18,4,0.2,57.60
10593,Sir Rodney's Marmalade,Confections,Lehmanns Marktstand,81,21,0.2,1360.80
10594,Escargots de Bourgogne,Seafood,Old World Delicatessen,13.25,30,0,397.50
10594,Filo Mix,Grains/Cereals,Old World Delicatessen,7,24,0,168.00
10595,Gudbrandsdalsost,Dairy Products,Ernst Handel,36,65,0.25,1755.00
10595,Sirop d'érable,Condiments,Ernst Handel,28.5,120,0.25,2565.00
10595,Steeleye Stout,Beverages,Ernst Handel,18,30,0.25,405.00
10596,Gnocchi di nonna Alice,Grains/Cereals,White Clover Markets,38,5,0.2,152.00
10596,Rhönbräu Klosterbier,Beverages,White Clover Markets,7.75,30,0.2,186.00
10596,Vegie-spread,Condiments,White Clover Markets,43.9,24,0.2,842.88
10597,Guaraná Fantástica,Beverages,Piccolo und mehr,4.5,35,0.2,126.00
10597,Louisiana Fiery Hot Pepper Sauce,Condiments,Piccolo und mehr,21.05,12,0.2,202.08
10597,Ravioli Angelo,Grains/Cereals,Piccolo und mehr,19.5,20,0,390.00
10598,Flotemysost,Dairy Products,Rattlesnake Canyon Grocery,21.5,9,0,193.50
10598,Schoggi Schokolade,Confections,Rattlesnake Canyon Grocery,43.9,50,0,2195.00
10599,Tarte au sucre,Confections,B's Beverages,49.3,10,0,493.00
10600,Röd Kaviar,Seafood,Hungry Coyote Import Store,15,30,0,450.00
10600,Tourtière,Meat/Poultry,Hungry Coyote Import Store,7.45,4,0,29.80
10601,Konbu,Seafood,HILARION-Abastos,6,60,0,360.00
10601,Raclette Courdavault,Dairy Products,HILARION-Abastos,55,35,0,1925.00
10602,Original Frankfurter grüne Soße,Condiments,Vaffeljernet,13,5,0.25,48.75
10603,Gustaf's Knäckebröd,Grains/Cereals,Save-a-lot Markets,21,48,0,1008.00
10603,Maxilaku,Confections,Save-a-lot Markets,20,25,0.05,475.00
10604,Chocolade,Confections,Furia Bacalhau e Frutos do Mar,12.75,6,0.1,68.85
10604,Lakkalikööri,Beverages,Furia Bacalhau e Frutos do Mar,18,10,0.1,162.00
10605,Camembert Pierrot,Dairy Products,Mère Paillarde,34,70,0.05,2261.00
10605,Flotemysost,Dairy Products,Mère Paillarde,21.5,15,0.05,306.38
10605,Pavlova,Confections,Mère Paillarde,17.45,30,0.05,497.33
10605,Raclette Courdavault,Dairy Products,Mère Paillarde,55,20,0.05,1045.00
10606,Chef Anton's Cajun Seasoning,Condiments,Tradição Hipermercados,22,20,0.2,352.00
10606,Pâté chinois,Meat/Poultry,Tradição Hipermercados,24,20,0.2,384.00
10606,Tarte au sucre,Confections,Tradição Hipermercados,49.3,10,0.2,394.40
10607,Alice Mutton,Meat/Poultry,Save-a-lot Markets,39,100,0,3900.00
10607,Boston Crab Meat,Seafood,Save-a-lot Markets,18.4,42,0,772.80
10607,Geitost,Dairy Products,Save-a-lot Markets,2.5,14,0,35.00
10607,Mozzarella di Giovanni,Dairy Products,Save-a-lot Markets,34.8,12,0,417.60
10607,Uncle Bob's Organic Dried Pears,Produce,Save-a-lot Markets,30,45,0,1350.00
10608,Gnocchi di nonna Alice,Grains/Cereals,Toms Spezialitäten,38,28,0,1064.00
10609,Chai,Beverages,Du monde entier,18,3,0,54.00
10609,Ikura,Seafood,Du monde entier,31,10,0,310.00
10609,Sir Rodney's Scones,Confections,Du monde entier,10,6,0,60.00
10610,Inlagd Sill,Seafood,La maison d'Asie,19,21,0.25,299.25
10611,Camembert Pierrot,Dairy Products,Wolski  Zajazd,34,15,0,510.00
10611,Chai,Beverages,Wolski  Zajazd,18,6,0,108.00
10611,Chang,Beverages,Wolski  Zajazd,19,10,0,190.00
10612,Camembert Pierrot,Dairy Products,Save-a-lot Markets,34,40,0,1360.00
10612,Ikura,Seafood,Save-a-lot Markets,31,70,0,2170.00
10612,Inlagd Sill,Seafood,Save-a-lot Markets,19,55,0,1045.00
10612,Lakkalikööri,Beverages,Save-a-lot Markets,18,80,0,1440.00
10612,Maxilaku,Confections,Save-a-lot Markets,20,18,0,360.00
10613,Konbu,Seafood,HILARION-Abastos,6,8,0.1,43.20
10613,Rhönbräu Klosterbier,Beverages,HILARION-Abastos,7.75,40,0,310.00
10614,Chartreuse verte,Beverages,Blauer See Delikatessen,18,5,0,90.00
10614,Queso Cabrales,Dairy Products,Blauer See Delikatessen,21,14,0,294.00
10614,Sir Rodney's Scones,Confections,Blauer See Delikatessen,10,8,0,80.00
10615,Pâté chinois,Meat/Poultry,Wilman Kala,24,5,0,120.00
10616,Côte de Blaye,Beverages,Great Lakes Food Market,263.5,15,0.05,3754.88
10616,Flotemysost,Dairy Products,Great Lakes Food Market,21.5,15,0.05,306.38
10616,Gnocchi di nonna Alice,Grains/Cereals,Great Lakes Food Market,38,14,0,532.00
10616,Outback Lager,Beverages,Great Lakes Food Market,15,15,0.05,213.75
10617,Raclette Courdavault,Dairy Products,Great Lakes Food Market,55,30,0.15,1402.50
10618,Gnocchi di nonna Alice,Grains/Cereals,Mère Paillarde,38,20,0,760.00
10618,Grandma's Boysenberry Spread,Condiments,Mère Paillarde,25,70,0,1750.00
10618,Scottish Longbreads,Confections,Mère Paillarde,12.5,15,0,187.50
10619,Gustaf's Knäckebröd,Grains/Cereals,Mère Paillarde,21,40,0,840.00
10619,Sir Rodney's Scones,Confections,Mère Paillarde,10,42,0,420.00
10620,Filo Mix,Grains/Cereals,Laughing Bacchus Wine Cellars,7,5,0,35.00
10620,Guaraná Fantástica,Beverages,Laughing Bacchus Wine Cellars,4.5,5,0,22.50
10621,Flotemysost,Dairy Products,Island Trading,21.5,15,0,322.50
10621,Outback Lager,Beverages,Island Trading,15,20,0,300.00
10621,Teatime Chocolate Biscuits,Confections,Island Trading,9.2,5,0,46.00
10621,Tunnbröd,Grains/Cereals,Island Trading,9,10,0,90.00
10622,Chang,Beverages,Ricardo Adocicados,19,20,0,380.00
10622,Scottish Longbreads,Confections,Ricardo Adocicados,12.5,18,0.2,180.00
10623,Guaraná Fantástica,Beverages,Frankenversand,4.5,3,0,13.50
10623,Sir Rodney's Scones,Confections,Frankenversand,10,25,0.1,225.00
10623,Steeleye Stout,Beverages,Frankenversand,18,30,0.1,486.00
10623,Teatime Chocolate Biscuits,Confections,Frankenversand,9.2,15,0.1,124.20
